rhoc,M,R,Lambda,I
4.040050474698336875e+14,7.202864918347224865e-01,1.312184386916197631e+01,2.595776609347564590e+04,7.033969681777239025e-01
4.110840544779161875e+14,7.386649100850712912e-01,1.312206883358798137e+01,2.284541808172461606e+04,7.270423828745233852e-01
4.181782953242193125e+14,7.570433283354203180e-01,1.312231133887913970e+01,2.014912166910544693e+04,7.508258425180146522e-01
4.252907591027471250e+14,7.754217465857693448e-01,1.312252298734906830e+01,1.781739549446215460e+04,7.747424964549827209e-01
4.324228955560570000e+14,7.938001648361182605e-01,1.312265965501884324e+01,1.577023695327716996e+04,7.987873765017503569e-01
4.395766650944873750e+14,8.121785830864671762e-01,1.312268341366963220e+01,1.401242431510146525e+04,8.229555467910966149e-01
4.467547039776885625e+14,8.305570013368162030e-01,1.312256006799872665e+01,1.246347589303459608e+04,8.472425136342885965e-01
4.539592625838359375e+14,8.489354195871650077e-01,1.312225983330459300e+01,1.110696727601736711e+04,8.716435569341616230e-01
4.611944332447878125e+14,8.673138378375140345e-01,1.312175467529565509e+01,9.913327955411830771e+03,8.961538728582495450e-01
4.684628655171575625e+14,8.856922560878630613e-01,1.312101994322690324e+01,8.865025141172403892e+03,9.207691730941510722e-01
4.757678246590256250e+14,9.040706743382118660e-01,1.312003434570398319e+01,7.938243747921665090e+03,9.454841872834459648e-01
4.831116846213305000e+14,9.224490925885608927e-01,1.311877518083693772e+01,7.119004023982333820e+03,9.702950386066705457e-01
4.904935159244909375e+14,9.408275108389099195e-01,1.311722457257824104e+01,6.392987317627275843e+03,9.951968395674551937e-01
4.979207929815784375e+14,9.592059290892587242e-01,1.311536520064098355e+01,5.750659191444314274e+03,1.020185449645217624e+00
5.053959758019013125e+14,9.775843473396077510e-01,1.311318043825328949e+01,5.178642684494478999e+03,1.045255902289546235e+00
5.129214395012856250e+14,9.959627655899567777e-01,1.311065436453549715e+01,4.669345735558477827e+03,1.070403975902840754e+00
5.204971816972183125e+14,1.014341183840305582e+00,1.310777381782188122e+01,4.214471636338165808e+03,1.095624669067241541e+00
5.281301850465133125e+14,1.032719602090654609e+00,1.310452551889133410e+01,3.807902526546116860e+03,1.120913538416387745e+00
5.358243522119481875e+14,1.051098020341003636e+00,1.310089552465737484e+01,3.443530556416226318e+03,1.146266020964444854e+00
5.435821173977117500e+14,1.069476438591352441e+00,1.309687176520174035e+01,3.120274930330018833e+03,1.171677103876651804e+00
5.514007018620557500e+14,1.087854856841701467e+00,1.309244146365394457e+01,2.827792765864668581e+03,1.197142231875195417e+00
5.592891481642098750e+14,1.106233275092050494e+00,1.308759390832853065e+01,2.565688354751975567e+03,1.222656399116694992e+00
5.672539518704691250e+14,1.124611693342399299e+00,1.308231692651317246e+01,2.329742961187870151e+03,1.248214734906810897e+00
5.752989864260065000e+14,1.142990111592748326e+00,1.307659962025901557e+01,2.116865753402018527e+03,1.273812067465286857e+00
5.834187678421235000e+14,1.161368529843097352e+00,1.307043015888359250e+01,1.925417675143111637e+03,1.299443199952582839e+00
5.916232405699688750e+14,1.179746948093446157e+00,1.306379687654422561e+01,1.752212710989234438e+03,1.325102683718547114e+00
5.999187803528451250e+14,1.198125366343795184e+00,1.305668830106860412e+01,1.596100796384725754e+03,1.350785693463627979e+00
6.083104354643772500e+14,1.216503784594144211e+00,1.304909361282441260e+01,1.454612345677030135e+03,1.376486008803314620e+00
6.167976728459023750e+14,1.234882202844493237e+00,1.304099963144413543e+01,1.326287095828860402e+03,1.402198039521250994e+00
6.253906109552847500e+14,1.253260621094842042e+00,1.303239528783018919e+01,1.210483603546184213e+03,1.427913598717613253e+00
6.340909452899306250e+14,1.271639039345191069e+00,1.302326495077398327e+01,1.104875846986941951e+03,1.453634190050802966e+00
6.429037642934836250e+14,1.290017457595540096e+00,1.301359825945677251e+01,1.009410428630643651e+03,1.479345524573450144e+00
6.518360472933412500e+14,1.308395875845888900e+00,1.300338125347462537e+01,9.222700351656137627e+02,1.505043587478882339e+00
6.608962979287717500e+14,1.326774294096237927e+00,1.299259857492735648e+01,8.431484119947658655e+02,1.530721961980475054e+00
6.700909719212080000e+14,1.345152712346586732e+00,1.298123608232081594e+01,7.711588797285733108e+02,1.556373293309953221e+00
6.794211715412961250e+14,1.363531130596935759e+00,1.296927719456689587e+01,7.054946718554530207e+02,1.581990116193144891e+00
6.888970816720518750e+14,1.381909548847284785e+00,1.295670536803404538e+01,6.456203037357560106e+02,1.607564781855914671e+00
6.985267813173695000e+14,1.400287967097633590e+00,1.294350315921739281e+01,5.910806067386415634e+02,1.633089076726006006e+00
7.083178884669867500e+14,1.418666385347982617e+00,1.292965215578439064e+01,5.410880910534318673e+02,1.658555242139269748e+00
7.182816918048951250e+14,1.437044803598331644e+00,1.291513195343406117e+01,4.955664754189914447e+02,1.683953827412425275e+00
7.284266245919913750e+14,1.455423221848680448e+00,1.289992142042623335e+01,4.539012136352324092e+02,1.709274846183727492e+00
7.387602957325292500e+14,1.473801640099029475e+00,1.288399745803601171e+01,4.158150734301109992e+02,1.734509223678776912e+00
7.492893491195212500e+14,1.492180058349378502e+00,1.286733679551511678e+01,3.809269354753487278e+02,1.759646320870414282e+00
7.600334896961310000e+14,1.510558476599727307e+00,1.284991242384481325e+01,3.489451996536773208e+02,1.784674797489016917e+00
7.710046199727730000e+14,1.528936894850076333e+00,1.283169647338814556e+01,3.197725011788967322e+02,1.809583139742260371e+00
7.822150004270068750e+14,1.547315313100425360e+00,1.281265882310803583e+01,2.928831674015356725e+02,1.834358581702107305e+00
7.936747720225892500e+14,1.565693731350774165e+00,1.279276586006172245e+01,2.683025981923981362e+02,1.858987345972934691e+00
8.054035935464650000e+14,1.584072149601123192e+00,1.277198218117180595e+01,2.456022542427996314e+02,1.883455404321290771e+00
8.174190008516188750e+14,1.602450567851472218e+00,1.275026885001913257e+01,2.249690194674338386e+02,1.907746952944850971e+00
8.297402511347216250e+14,1.620828986101821023e+00,1.272758353402094045e+01,2.059239117533665535e+02,1.931845315026368803e+00
8.423893815549100000e+14,1.639207404352170050e+00,1.270387980268066741e+01,1.884298222459411249e+02,1.955732305624092948e+00
8.553884005559686250e+14,1.657585822602519077e+00,1.267910578653829390e+01,1.723788391006646634e+02,1.979388087478483715e+00
8.687599321240521250e+14,1.675964240852867881e+00,1.265320535031350957e+01,1.575880409156584392e+02,2.002791174247130268e+00
8.825327416438873750e+14,1.694342659103216908e+00,1.262611660430212801e+01,1.440321924940672602e+02,2.025918333326734544e+00
8.967429941664217500e+14,1.712721077353565935e+00,1.259777021435709976e+01,1.315378883177039313e+02,2.048743393156610804e+00
9.114278359612982500e+14,1.731099495603914740e+00,1.256808851025884444e+01,1.200297735676630424e+02,2.071237964991895719e+00
9.266201579350261250e+14,1.749477913854263766e+00,1.253698445213875701e+01,1.094659773588954295e+02,2.093369990658004554e+00
9.423672479926557500e+14,1.767856332104612793e+00,1.250436014047325628e+01,9.973527348450222973e+01,2.115104206757507654e+00
9.587240151358146250e+14,1.786234750354961598e+00,1.247010493596087777e+01,9.074611160353126138e+01,2.136400959129773902e+00
9.757509988380731250e+14,1.804613168605310625e+00,1.243409145311598074e+01,8.250245584328656889e+01,2.157214961231664674e+00
9.935163769141990000e+14,1.822991586855659651e+00,1.239617345866057541e+01,7.491844915590843357e+01,2.177494964027740121e+00
1.012099540350289375e+15,1.841370005106008456e+00,1.235618196460585771e+01,6.791102744955817627e+01,2.197182046049908966e+00
1.031593817604636125e+15,1.859748423356357483e+00,1.231391826874724060e+01,6.145412916539449100e+01,2.216207668180336210e+00
1.052115208934600000e+15,1.878126841606706510e+00,1.226914930717099850e+01,5.550845818168181012e+01,2.234492570115104826e+00
1.073805601705173625e+15,1.896505259857055314e+00,1.222159319463400706e+01,5.001878511566737728e+01,2.251940791718970658e+00
1.096822398568542500e+15,1.914883678107404341e+00,1.217090915504140547e+01,4.495323381432628196e+01,2.268438082814457690e+00
1.121373418186959750e+15,1.933262096357753368e+00,1.211667766303325955e+01,4.029275804395931004e+01,2.283844763581891701e+00
1.147734881219024750e+15,1.951640514608102173e+00,1.205837237454369948e+01,3.598125292138137610e+01,2.297987789316574325e+00
1.176238423712908750e+15,1.970018932858451199e+00,1.199531137443616835e+01,3.198994465894073613e+01,2.310643607008660894e+00
1.207341646613629750e+15,1.988397351108800226e+00,1.192659674892368038e+01,2.829856996462391550e+01,2.321521862918718426e+00
1.241689728482839750e+15,2.006775769359149031e+00,1.185099333636763852e+01,2.487724100746511624e+01,2.330225694527813474e+00
1.280199110755966750e+15,2.025154187609498280e+00,1.176672235957637902e+01,2.168433081900737491e+01,2.336188807670105394e+00
1.324304437802045500e+15,2.043532605859847084e+00,1.167105948555622597e+01,1.869364791515053881e+01,2.338552024697016396e+00
1.376453496742769750e+15,2.061911024110195889e+00,1.155941786050420994e+01,1.587729351987956683e+01,2.335880579654993738e+00
1.441453036469653000e+15,2.080289442360545138e+00,1.142286652403252667e+01,1.315422678727754935e+01,2.325408874936525816e+00
1.531898702878353000e+15,2.098667860610893943e+00,1.123836866548441904e+01,1.039171916152256259e+01,2.300070613092518812e+00
1.783270410099662500e+15,2.117046278861242747e+00,1.076390433904444777e+01,6.142361843421062950e+00,2.186721139755748222e+00
